Pin Total Set (dBm);Pin Total OSA (dBm);Ganho Total Set (dB);Ganho Total OSA (dB);Pout Total Esperada (dBm);Pout Total OSA (dBm);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Freq. Canal (Hz);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pin Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Pout Canal (dBm);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);Ganho Canal (dB);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);P_ASE Gerada Canal (dBm);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB);NF Canal (dB)
-20.0;-19.61027640956362;19.0;18.745862217655038;-1.0;-0.8644141919085825;1.9587825840376766E14;1.957804004391129E14;1.9569068735635334E14;1.9558484994780794E14;1.9549123658164734E14;1.9539363748940884E14;1.9530033425991494E14;1.9521919603873484E14;1.9511374089571044E14;1.9501664513493434E14;1.9492763048385922E14;1.9483059320194394E14;1.9474579642511E14;1.9464906643361862E14;1.9456442756186728E14;1.9446371486932397E14;1.9437129741890725E14;1.9427884186678278E14;1.9418244929948766E14;1.9409029893118166E14;1.9399409332010672E14;1.9390199618007338E14;1.9380209321869547E14;1.9371017824627784E14;1.936223519959492E14;1.9351873944996175E14;1.9343108666743662E14;1.9333166824018612E14;1.932362130421611E14;1.9314085205734328E14;1.9304968739717012E14;1.929584845619674E14;1.9286339742760847E14;1.927724944410936E14;1.9267759047976512E14;1.9257894490035172E14;1.9249609636604716E14;1.9238961095634416E14;1.923031011739893E14;1.92216545913853E14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-21.0;-20.617245669296608;19.0;18.718300077889765;-2.0;-1.8989455914068432;1.9587825840376766E14;1.957804004391129E14;1.9569068735635334E14;1.9558484994780794E14;1.9549123658164734E14;1.9539363748940884E14;1.9530033425991494E14;1.9521919603873484E14;1.9511374089571044E14;1.9501664513493434E14;1.9492763048385922E14;1.9483059320194394E14;1.9474579642511E14;1.9464906643361862E14;1.9456442756186728E14;1.9446371486932397E14;1.9437129741890725E14;1.9427884186678278E14;1.9418244929948766E14;1.9409029893118166E14;1.9399409332010672E14;1.9390199618007338E14;1.9380209321869547E14;1.9371017824627784E14;1.936223519959492E14;1.9351873944996175E14;1.9343108666743662E14;1.9333166824018612E14;1.932362130421611E14;1.9314085205734328E14;1.9304968739717012E14;1.929584845619674E14;1.9286339742760847E14;1.927724944410936E14;1.9267759047976512E14;1.9257894490035172E14;1.9249609636604716E14;1.9238961095634416E14;1.923031011739893E14;1.92216545913853E14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-22.0;-21.663150507715617;19.0;18.682537520064493;-3.0;-2.9806129876511234;1.9587825840376766E14;1.957804004391129E14;1.9569068735635334E14;1.9558484994780794E14;1.9549123658164734E14;1.9539363748940884E14;1.9530033425991494E14;1.9521919603873484E14;1.9511374089571044E14;1.9501664513493434E14;1.9492763048385922E14;1.9483059320194394E14;1.9474579642511E14;1.9464906643361862E14;1.9456442756186728E14;1.9446371486932397E14;1.9437129741890725E14;1.9427884186678278E14;1.9418244929948766E14;1.9409029893118166E14;1.9399409332010672E14;1.9390199618007338E14;1.9380209321869547E14;1.9371017824627784E14;1.936223519959492E14;1.9351873944996175E14;1.9343108666743662E14;1.9333166824018612E14;1.932362130421611E14;1.9314085205734328E14;1.9304968739717012E14;1.929584845619674E14;1.9286339742760847E14;1.927724944410936E14;1.9267759047976512E14;1.9257894490035172E14;1.9249609636604716E14;1.9238961095634416E14;1.923031011739893E14;1.92216545913853E14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-23.0;-22.640560971745405;19.0;18.614588094039654;-4.0;-4.025972877705751;1.9587825840376766E14;1.957804004391129E14;1.9569068735635334E14;1.9558484994780794E14;1.9549123658164734E14;1.9539363748940884E14;1.9530033425991494E14;1.9521919603873484E14;1.9511374089571044E14;1.9501664513493434E14;1.9492763048385922E14;1.9483059320194394E14;1.9474579642511E14;1.9464906643361862E14;1.9456442756186728E14;1.9446371486932397E14;1.9437129741890725E14;1.9427884186678278E14;1.9418244929948766E14;1.9409029893118166E14;1.9399409332010672E14;1.9390199618007338E14;1.9380209321869547E14;1.9371017824627784E14;1.936223519959492E14;1.9351873944996175E14;1.9343108666743662E14;1.9333166824018612E14;1.932362130421611E14;1.9314085205734328E14;1.9304968739717012E14;1.929584845619674E14;1.9286339742760847E14;1.927724944410936E14;1.9267759047976512E14;1.9257894490035172E14;1.9249609636604716E14;1.9238961095634416E14;1.923031011739893E14;1.92216545913853E14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-24.0;-23.721084618129392;19.0;18.603702895372955;-5.0;-5.117381722756438;1.9587825840376766E14;1.957804004391129E14;1.9569068735635334E14;1.9558484994780794E14;1.9549123658164734E14;1.9539363748940884E14;1.9530033425991494E14;1.9521919603873484E14;1.9511374089571044E14;1.9501664513493434E14;1.9492763048385922E14;1.9483059320194394E14;1.9474579642511E14;1.9464906643361862E14;1.9456442756186728E14;1.9446371486932397E14;1.9437129741890725E14;1.9427884186678278E14;1.9418244929948766E14;1.9409029893118166E14;1.9399409332010672E14;1.9390199618007338E14;1.9380209321869547E14;1.9371017824627784E14;1.936223519959492E14;1.9351873944996175E14;1.9343108666743662E14;1.9333166824018612E14;1.932362130421611E14;1.9314085205734328E14;1.9304968739717012E14;1.929584845619674E14;1.9286339742760847E14;1.927724944410936E14;1.9267759047976512E14;1.9257894490035172E14;1.9249609636604716E14;1.9238961095634416E14;1.923031011739893E14;1.92216545913853E14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-25.0;-24.671758174380315;19.0;18.542473775107155;-6.0;-6.1292843992731605;1.9587825840376766E14;1.957804004391129E14;1.9569068735635334E14;1.9558484994780794E14;1.9549123658164734E14;1.9539363748940884E14;1.9530033425991494E14;1.9521919603873484E14;1.9511374089571044E14;1.9501664513493434E14;1.9492763048385922E14;1.9483059320194394E14;1.9474579642511E14;1.9464906643361862E14;1.9456442756186728E14;1.9446371486932397E14;1.9437129741890725E14;1.9427884186678278E14;1.9418244929948766E14;1.9409029893118166E14;1.9399409332010672E14;1.9390199618007338E14;1.9380209321869547E14;1.9371017824627784E14;1.936223519959492E14;1.9351873944996175E14;1.9343108666743662E14;1.9333166824018612E14;1.932362130421611E14;1.9314085205734328E14;1.9304968739717012E14;1.929584845619674E14;1.9286339742760847E14;1.927724944410936E14;1.9267759047976512E14;1.9257894490035172E14;1.9249609636604716E14;1.9238961095634416E14;1.923031011739893E14;1.92216545913853E14;;;;;;;;;;;;;;;;;;;;;;;;;;;-37.12997953598203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-22.011377501523654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.118602034458375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-32.729691465484365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.301339904121047;;;;;;;;;;;;;
-26.0;-25.659815412187275;19.0;18.49555063939283;-7.0;-7.164264772794443;1.9587825840376766E14;1.957804004391129E14;1.9569068735635334E14;1.9558484994780794E14;1.9549123658164734E14;1.9539363748940884E14;1.9530033425991494E14;1.9521919603873484E14;1.9511374089571044E14;1.9501664513493434E14;1.9492763048385922E14;1.9483059320194394E14;1.9474579642511E14;1.9464906643361862E14;1.9456442756186728E14;1.9446371486932397E14;1.9437129741890725E14;1.9427884186678278E14;1.9418244929948766E14;1.9409029893118166E14;1.9399409332010672E14;1.9390199618007338E14;1.9380209321869547E14;1.9371017824627784E14;1.936223519959492E14;1.9351873944996175E14;1.9343108666743662E14;1.9333166824018612E14;1.932362130421611E14;1.9314085205734328E14;1.9304968739717012E14;1.929584845619674E14;1.9286339742760847E14;1.927724944410936E14;1.9267759047976512E14;1.9257894490035172E14;1.9249609636604716E14;1.9238961095634416E14;1.923031011739893E14;1.92216545913853E14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-27.0;-26.656085671659;19.0;18.501309750362033;-8.0;-8.154775921296965;1.9587825840376766E14;1.957804004391129E14;1.9569068735635334E14;1.9558484994780794E14;1.9549123658164734E14;1.9539363748940884E14;1.9530033425991494E14;1.9521919603873484E14;1.9511374089571044E14;1.9501664513493434E14;1.9492763048385922E14;1.9483059320194394E14;1.9474579642511E14;1.9464906643361862E14;1.9456442756186728E14;1.9446371486932397E14;1.9437129741890725E14;1.9427884186678278E14;1.9418244929948766E14;1.9409029893118166E14;1.9399409332010672E14;1.9390199618007338E14;1.9380209321869547E14;1.9371017824627784E14;1.936223519959492E14;1.9351873944996175E14;1.9343108666743662E14;1.9333166824018612E14;1.932362130421611E14;1.9314085205734328E14;1.9304968739717012E14;1.929584845619674E14;1.9286339742760847E14;1.927724944410936E14;1.9267759047976512E14;1.9257894490035172E14;1.9249609636604716E14;1.9238961095634416E14;1.923031011739893E14;1.92216545913853E14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-3.0;-2.708974409189601;19.0;19.087467306679834;16.0;16.378492897490233;1.9587825840376766E14;1.957804004391129E14;1.9569068735635334E14;1.9558484994780794E14;1.9549123658164734E14;1.9539363748940884E14;1.9530033425991494E14;1.9521919603873484E14;1.9511374089571044E14;1.9501664513493434E14;1.9492763048385922E14;1.9483059320194394E14;1.9474579642511E14;1.9464906643361862E14;1.9456442756186728E14;1.9446371486932397E14;1.9437129741890725E14;1.9427884186678278E14;1.9418244929948766E14;1.9409029893118166E14;1.9399409332010672E14;1.9390199618007338E14;1.9380209321869547E14;1.9371017824627784E14;1.936223519959492E14;1.9351873944996175E14;1.9343108666743662E14;1.9333166824018612E14;1.932362130421611E14;1.9314085205734328E14;1.9304968739717012E14;1.929584845619674E14;1.9286339742760847E14;1.927724944410936E14;1.9267759047976512E14;1.9257894490035172E14;1.9249609636604716E14;1.9238961095634416E14;1.923031011739893E14;1.92216545913853E14;-23.96865558408126;-23.961877184567687;-23.96865576052126;-23.90027432181516;-24.055259862817696;-24.045305924373075;-23.90856252147257;-23.984150489995663;-23.91767105868455;-23.906957063348816;-23.919816832373705;;;;;;-23.94700211837491;-23.933522712483306;-23.912043113400735;-23.974086064254763;-23.85298684268016;-23.93002493544657;-23.944302629242884;-24.055260058248;;-24.00982379746628;;;;;;;;-24.067734440809758;-23.983061054178112;-23.907759946387657;-23.970012893605336;-23.956191737392896;-23.940526832023327;-23.949432471079767;-5.352519369515752;-5.436935698729643;-5.447604451099836;-5.3277700523408384;-5.434273097602162;-5.383983553640304;-5.217903040673013;-5.226353977088099;-5.018652321370544;-4.871581042164927;-4.788576305116201;;;;;;-4.9566006602427235;-4.937958812055469;-4.8930718453800806;-4.978916729636459;-4.859514534375175;-4.923339399748637;-4.890330687501257;-4.9201848394909655;;-4.948261379858113;;;;;;;;-4.671992750832547;-4.6537897094212894;-4.580636579245702;-4.638986217643495;-4.555194641989543;-4.567896911324097;-4.574444380998659;18.616136214565508;18.524941485838042;18.521051309421427;18.572504269474322;18.620986765215534;18.661322370732773;18.69065948079956;18.75779651290756;18.899018737314005;19.03537602118389;19.131240527257503;;;;;;18.990401458132187;18.99556390042784;19.018971268020653;18.995169334618303;18.993472308304987;19.006685535697937;19.05397194174163;19.13507521875703;;19.061562417608165;;;;;;;;19.395741689977214;19.329271344756823;19.327123367141954;19.33102667596184;19.40099709540335;19.372629920699232;19.37498809008111;-29.490702513682194;-29.657713212210734;-29.683171889691575;-29.63729419906818;-29.591240063414837;-29.568631388564448;-29.533925110795547;-29.469252543305657;-29.363604792880537;-29.237639210230743;-29.15303504259342;;;;;;-29.159665393536223;-29.152147857395825;-29.145483201935253;-29.14151434273557;-29.136257548956724;-29.141250889379204;-29.144993679740047;-29.148234886419026;;-29.14961561922337;;;;;;;;-28.840738276008807;-28.83035605705594;-28.840733090371693;-28.841785668601542;-28.82187755432429;-28.79157100349898;-28.769199813806377;9.872664837928237;9.803591056978748;9.788022867923736;9.789418376662377;9.793151746232965;9.78188928455631;9.793423090905469;9.796274059721712;9.767584325598232;9.76350052827258;9.758070344703714;;;;;;9.929477774785788;9.938014137114813;9.92772060060879;9.961662842134169;9.975061446818598;9.963040169159756;9.918721704754478;9.840554179993932;;9.925554135677974;;;;;;;;9.95015564648959;10.033404533850682;10.031851880313194;10.032497001187743;9.989612709382449;10.054104847498095;10.0799513247838
-4.0;-3.704343919452792;19.0;19.07990402738107;15.0;15.375560107928276;1.9587825840376766E14;1.957804004391129E14;1.9569068735635334E14;1.9558484994780794E14;1.9549123658164734E14;1.9539363748940884E14;1.9530033425991494E14;1.9521919603873484E14;1.9511374089571044E14;1.9501664513493434E14;1.9492763048385922E14;1.9483059320194394E14;1.9474579642511E14;1.9464906643361862E14;1.9456442756186728E14;1.9446371486932397E14;1.9437129741890725E14;1.9427884186678278E14;1.9418244929948766E14;1.9409029893118166E14;1.9399409332010672E14;1.9390199618007338E14;1.9380209321869547E14;1.9371017824627784E14;1.936223519959492E14;1.9351873944996175E14;1.9343108666743662E14;1.9333166824018612E14;1.932362130421611E14;1.9314085205734328E14;1.9304968739717012E14;1.929584845619674E14;1.9286339742760847E14;1.927724944410936E14;1.9267759047976512E14;1.9257894490035172E14;1.9249609636604716E14;1.9238961095634416E14;1.923031011739893E14;1.92216545913853E14;-24.83750540326514;;-24.90497846672245;-24.96224612581624;-25.053941364631296;-25.03516914000519;-24.90497895574958;-24.986875501682317;-24.91846519685407;-24.908009445191716;-24.91778979827054;;;;;;-24.93504322919064;-24.920829438864395;-24.898587399114845;-24.846795488867734;-24.847127675416793;-24.91643968117718;-24.84314309802306;-24.897579079703192;-24.95917743817584;-25.01509681299943;;;;;;;;-24.946243546635305;-24.98104761426664;-24.907335813152823;-24.968049019487516;-25.00681786970891;-24.94114877058387;-24.951003904619995;-6.336449125074177;;-6.466164601478146;-6.414146135901108;-6.4381201191606205;-6.483643757077018;-6.316831890310468;-6.305971897279809;-6.095318800231487;-5.938538559121472;-5.839999129511341;;;;;;-5.885541845116041;-5.882097109459297;-5.8409735325114145;-5.772807841061366;-5.7934827860009355;-5.881113589182071;-5.845848993921159;-5.90280614524103;-5.954514557601144;-5.908741455606821;;;;;;;;-5.581383425757833;-5.6233532371341095;-5.6330965925423415;-5.688254448522495;-5.709948214505402;-5.612244755262407;-5.61178242123966;18.50105627819096;;18.438813865244306;18.548099989915126;18.615821245470674;18.551525382928173;18.588147065439113;18.68090360440251;18.82314639662258;18.96947088607024;19.0777906687592;;;;;;19.049501384074603;19.0387323294051;19.057613866603425;19.073987647806366;19.053644889415857;19.035326091995113;18.997294104101897;18.994772934462166;19.004662880574696;19.10635535739261;;;;;;;;19.364860120877474;19.357694377132532;19.274239220610482;19.279794570965024;19.29686965520351;19.328904015321463;19.33922148338034;-29.52263349483338;;-29.717263976013825;-29.685214478202138;-29.628479324266685;-29.593060927291127;-29.561306372351698;-29.492316514276556;-29.38420932047057;-29.260945568783278;-29.17349863140473;;;;;;-29.17197755689775;-29.16072107007004;-29.160059943868394;-29.156103650633302;-29.155729201523872;-29.155965594742312;-29.163689825479302;-29.170952101030014;-29.17030055403479;-29.162607434113465;;;;;;;;-28.83661482633177;-28.824139991624286;-28.8248765013627;-28.824077867421295;-28.812992000713567;-28.784396774072025;-28.766255754633395;9.955859179727149;;9.836218744151607;9.7659726392932;9.761131887633784;9.867291793834926;9.868593186241656;9.850135258352154;9.822880214463764;9.806130119045749;9.791083103842482;;;;;;9.858081496557217;9.886283465648955;9.874519868936604;9.868273802524548;9.895441960117049;9.919703593398975;9.95672713315464;9.958168085149174;9.95482982604618;9.867785809850997;;;;;;;;9.985155873837462;10.011190373450772;10.100574270732931;10.101416446301311;10.102615489570095;10.10499680248688;10.118658654046646
-5.0;-4.723907580185931;19.0;19.08085551222531;14.0;14.356947932039379;1.9587825840376766E14;1.957804004391129E14;1.9569068735635334E14;1.9558484994780794E14;1.9549123658164734E14;1.9539363748940884E14;1.9530033425991494E14;1.9521919603873484E14;1.9511374089571044E14;1.9501664513493434E14;1.9492763048385922E14;1.9483059320194394E14;1.9474579642511E14;1.9464906643361862E14;1.9456442756186728E14;1.9446371486932397E14;1.9437129741890725E14;1.9427884186678278E14;1.9418244929948766E14;1.9409029893118166E14;1.9399409332010672E14;1.9390199618007338E14;1.9380209321869547E14;1.9371017824627784E14;1.936223519959492E14;1.9351873944996175E14;1.9343108666743662E14;1.9333166824018612E14;1.932362130421611E14;1.9314085205734328E14;1.9304968739717012E14;1.929584845619674E14;1.9286339742760847E14;1.927724944410936E14;1.9267759047976512E14;1.9257894490035172E14;1.9249609636604716E14;1.9238961095634416E14;1.923031011739893E14;1.92216545913853E14;-25.877783672254786;-25.828369709646616;-25.92435951448296;-25.954260743908538;-26.017731743733226;-25.90058588530402;-25.951689547360917;-25.932028544985947;-25.94698013019068;-25.837539536494035;-25.843803035039738;;;;;;-26.042595174053385;-26.02731165012264;-26.006872037426277;-25.9405658289447;-25.96456023594652;-26.01251598668513;-25.95468949714309;-25.979624052006763;;-25.992578024796845;;;;;;;;-25.996471742104127;-25.987391870207013;-25.92819229224264;-25.975315007736647;-25.89719972650971;-26.020342275001408;-25.987391581110714;-7.36853741705585;-7.449637623611501;-7.542362755419497;-7.611397744119999;-7.564769739449496;-7.41309486710986;-7.408198894958096;-7.306641530340311;-7.177473725950482;-6.923239565875634;-6.799367237551424;;;;;;-6.925115588069874;-6.929495340878473;-6.893956208690972;-6.818242543836592;-6.860553835448897;-6.924490252840178;-6.8989270287083535;-6.91324877326624;;-6.938269293755859;;;;;;;;-6.780573038835827;-6.70263292376493;-6.637173615203494;-6.684251889627322;-6.648895063512555;-6.5888632352170085;-6.572686170944721;18.509246255198935;18.37873208603511;18.381996759063462;18.342862999788537;18.452962004283727;18.487491018194163;18.54349065240282;18.625387014645632;18.7695064042402;18.9142999706184;19.044435797488315;;;;;;19.117479585983514;19.09781630924417;19.112915828735304;19.122323285108106;19.104006400497628;19.08802573384495;19.055762468434732;19.066375278740527;;19.054308731040987;;;;;;;;19.215898703268298;19.284758946442082;19.291018677039148;19.291063118109328;19.248304662997157;19.4314790397844;19.414705410165997;-29.522465556757673;-29.685603449430204;-29.70926996565012;-29.669020992070703;-29.616257193609556;-29.583515619873918;-29.548467614456047;-29.477656018951333;-29.364196388686242;-29.242801828516672;-29.157345455304412;;;;;;-29.155515691392093;-29.143967275948576;-29.14511850396075;-29.146239056788822;-29.135425650457613;-29.1364731232167;-29.143011305446834;-29.145987591962708;;-29.13448120210979;;;;;;;;-28.838375894229372;-28.82688133252344;-28.822054266493247;-28.821128678309343;-28.80203608678663;-28.770100495729068;-28.753789444681995;9.947836901215606;9.921951333791755;9.901017979438864;9.987379285506389;9.936195524055623;9.940857743534458;9.926070067408874;9.920291817025861;9.896505867122352;9.879420772011606;9.840570231092885;;;;;;9.806544030178909;9.843931862112289;9.834140273090227;9.829790188335627;9.86535819831219;9.88647168357476;9.918911041524622;9.911498570105048;;9.947923162867532;;;;;;;;10.132358269345644;10.081387634353376;10.086613791025309;10.093093688618715;10.162123830976732;10.016701796420541;10.055626933694754
